"domainID","siteID","horizontalPosition","date","mean.parws","median.parws"
"D19","CARI","101",2019-05-08,NA,NA
"D19","CARI","101",2019-05-09,NA,NA
"D19","CARI","101",2019-05-10,NA,NA
"D19","CARI","101",2019-05-11,NA,NA
"D19","CARI","101",2019-05-12,NA,NA
"D19","CARI","101",2019-05-13,NA,NA
"D19","CARI","101",2019-05-14,NA,NA
"D19","CARI","101",2019-05-15,NA,NA
"D19","CARI","101",2019-05-16,NA,NA
"D19","CARI","101",2019-05-17,NA,NA
"D19","CARI","101",2019-05-18,426.894236933798,298.39
"D19","CARI","101",2019-05-19,608.633400423729,418.675
"D19","CARI","101",2019-05-20,503.984854166667,279.76
"D19","CARI","101",2019-05-21,505.906673611111,364.765
"D19","CARI","101",2019-05-22,431.17675,325.02
"D19","CARI","101",2019-05-23,437.74025,249.32
"D19","CARI","101",2019-05-24,202.851784722222,100.64
"D19","CARI","101",2019-05-25,482.566923611111,281.65
"D19","CARI","101",2019-05-26,488.128409722222,346.375
"D19","CARI","101",2019-05-27,416.223368055556,236.28
"D19","CARI","101",2019-05-28,389.072527777778,180.01
"D19","CARI","101",2019-05-29,516.610444444444,371.785
"D19","CARI","101",2019-05-30,478.279881944444,287.14
"D19","CARI","101",2019-05-31,310.184638888889,164.885
"D19","CARI","101",2019-06-01,238.078604166667,237.98
"D19","CARI","101",2019-06-02,313.210111111111,166.83
"D19","CARI","101",2019-06-03,512.671645833333,228.52
"D19","CARI","101",2019-06-04,576.823298611111,430.165
"D19","CARI","101",2019-06-05,408.280555555556,232.635
"D19","CARI","101",2019-06-06,461.238534722222,347.98
"D19","CARI","101",2019-06-07,342.461666666667,240.875
"D19","CARI","101",2019-06-08,405.220222222222,222.505
"D19","CARI","101",2019-06-09,529.971291666667,363.715
"D19","CARI","101",2019-06-10,467.354708333333,315.18
"D19","CARI","101",2019-06-11,447.695645833333,295.68
"D19","CARI","101",2019-06-12,546.848375527426,426.51
"D19","CARI","101",2019-06-13,474.236090277778,252.535
"D19","CARI","101",2019-06-14,399.323844221106,199.58
"D19","CARI","101",2019-06-15,431.05283592645,230.15
"D19","CARI","101",2019-06-16,537.907416666667,336.13
"D19","CARI","101",2019-06-17,541.945215277778,342.475
"D19","CARI","101",2019-06-18,370.859875,217.695
"D19","CARI","101",2019-06-19,459.699909722222,319.055
"D19","CARI","101",2019-06-20,562.803576388889,447.47
"D19","CARI","101",2019-06-21,539.982645833333,337.505
"D19","CARI","101",2019-06-22,369.140993055556,178.07
"D19","CARI","101",2019-06-23,131.2159375,73.745
"D19","CARI","101",2019-06-24,355.207548611111,155.26
"D19","CARI","101",2019-06-25,457.3008125,294.485
"D19","CARI","101",2019-06-26,520.037104166667,446.425
"D19","CARI","101",2019-06-27,331.615179856115,237.335
"D19","CARI","101",2019-06-28,416.939756944444,232.655
"D19","CARI","101",2019-06-29,415.113590277778,297.9
"D19","CARI","101",2019-06-30,294.151194444444,118.215
"D19","CARI","101",2019-07-01,278.824291666667,98.555
"D19","CARI","101",2019-07-02,482.512090277778,340.505
"D19","CARI","101",2019-07-03,280.213340277778,257.66
"D19","CARI","101",2019-07-04,229.175756944444,174.16
"D19","CARI","101",2019-07-05,463.757305555556,329.4
"D19","CARI","101",2019-07-06,523.671006944444,442.82
"D19","CARI","101",2019-07-07,264.16525,163.935
"D19","CARI","101",2019-07-08,272.153326388889,221.96
"D19","CARI","101",2019-07-09,400.253083333333,334.97
"D19","CARI","101",2019-07-10,299.551965277778,221.535
"D19","CARI","101",2019-07-11,281.157138888889,233.8
"D19","CARI","101",2019-07-12,100.262961203484,35.61
"D19","CARI","101",2019-07-13,219.353027777778,99.595
"D19","CARI","101",2019-07-14,365.152034722222,277.98
"D19","CARI","101",2019-07-15,442.030451388889,315.38
"D19","CARI","101",2019-07-16,399.026666666667,332.295
"D19","CARI","101",2019-07-17,381.945673611111,255.835
"D19","CARI","101",2019-07-18,264.386756944444,151.325
"D19","CARI","101",2019-07-19,331.795631944444,271.875
"D19","CARI","101",2019-07-20,209.610152777778,123.875
"D19","CARI","101",2019-07-21,310.991354166667,128.435
"D19","CARI","101",2019-07-22,454.953840277778,336.86
"D19","CARI","101",2019-07-23,412.610444444444,294.245
"D19","CARI","101",2019-07-24,360.147354166667,215.1
"D19","CARI","101",2019-07-25,241.779338235294,161.745
"D19","CARI","101",2019-07-26,128.510631944444,52.175
"D19","CARI","101",2019-07-27,262.946645833333,85.24
"D19","CARI","101",2019-07-28,168.866368055556,97.335
"D19","CARI","101",2019-07-29,145.034916666667,123.735
"D19","CARI","101",2019-07-30,278.091368055556,120.66
"D19","CARI","101",2019-07-31,376.270951388889,256.68
"D19","CARI","101",2019-08-01,229.382013888889,67.34
"D19","CARI","101",2019-08-02,156.237645833333,109.28
"D19","CARI","101",2019-08-03,74.3915277777778,46.04
"D19","CARI","101",2019-08-04,256.465333333333,148.74
"D19","CARI","101",2019-08-05,211.749611111111,144.175
"D19","CARI","101",2019-08-06,212.0166875,89.15
"D19","CARI","101",2019-08-07,229.329277777778,112.76
"D19","CARI","101",2019-08-08,299.202553191489,169.075
"D19","CARI","101",2019-08-09,257.837958333333,81.885
"D19","CARI","101",2019-08-10,223.019131944444,160.06
"D19","CARI","101",2019-08-11,340.619694444444,168.04
"D19","CARI","101",2019-08-12,346.939729166667,216.235
"D19","CARI","101",2019-08-13,158.310791666667,113.84
"D19","CARI","101",2019-08-14,146.676222222222,106.72
"D19","CARI","101",2019-08-15,117.983048611111,52.545
"D19","CARI","101",2019-08-16,150.792895833333,47.03
"D19","CARI","101",2019-08-17,337.549861111111,159.805
"D19","CARI","101",2019-08-18,330.433715277778,208.415
"D19","CARI","101",2019-08-19,294.334458333333,104.3
"D19","CARI","101",2019-08-20,280.069666666667,128.855
"D19","CARI","101",2019-08-21,310.298798611111,84.285
"D19","CARI","101",2019-08-22,282.684105633803,145.99
"D19","CARI","101",2019-08-23,221.617972222222,119.225
"D19","CARI","101",2019-08-24,288.566340277778,111.57
"D19","CARI","101",2019-08-25,248.275847222222,151.375
"D19","CARI","101",2019-08-26,253.317465277778,113.075
"D19","CARI","101",2019-08-27,128.743743055556,71.23
"D19","CARI","101",2019-08-28,112.97425,51.02
"D19","CARI","101",2019-08-29,171.600520833333,73.44
"D19","CARI","101",2019-08-30,270.929666666667,130.33
"D19","CARI","101",2019-08-31,247.894173611111,121.595
"D19","CARI","101",2019-09-01,214.593479166667,112.085
"D19","CARI","101",2019-09-02,185.724541666667,74.785
"D19","CARI","101",2019-09-03,185.149583333333,60.75
"D19","CARI","101",2019-09-04,224.652326388889,93.775
"D19","CARI","101",2019-09-05,260.064236111111,82.59
"D19","CARI","101",2019-09-06,187.975874183007,14.08
"D19","CARI","101",2019-09-07,213.236969273743,58.145
"D19","CARI","101",2019-09-08,246.739715277778,50.805
"D19","CARI","101",2019-09-09,249.239763888889,85.745
"D19","CARI","101",2019-09-10,213.8905,41.155
"D19","CARI","101",2019-09-11,164.826333333333,34.56
"D19","CARI","101",2019-09-12,173.327902777778,59.855
"D19","CARI","101",2019-09-13,174.360409722222,41.05
"D19","CARI","101",2019-09-14,206.66722183345,31.6
"D19","CARI","101",2019-09-15,205.630833333333,40.865
"D19","CARI","101",2019-09-16,172.30575,21.055
"D19","CARI","101",2019-09-17,158.886791666667,20.48
"D19","CARI","101",2019-09-18,135.332270833333,12.145
"D19","CARI","101",2019-09-19,100.853930555556,10.665
"D19","CARI","101",2019-09-20,90.5911597222222,9.465
"D19","CARI","101",2019-09-21,90.6475555555556,3.77
"D19","CARI","101",2019-09-22,190.520347222222,7.44
"D19","CARI","101",2019-09-23,190.834381944444,11.72
"D19","CARI","101",2019-09-24,146.187895833333,9.32
"D19","CARI","101",2019-09-25,153.480368055556,3.435
"D19","CARI","101",2019-09-26,110.946090277778,3.065
"D19","CARI","101",2019-09-27,145.320777777778,4.37
"D19","CARI","101",2019-09-28,131.480715277778,2.275
"D19","CARI","101",2019-09-29,83.7522013888889,1.46
"D19","CARI","101",2019-09-30,81.6215069444444,0.61
"D19","CARI","101",2019-10-01,102.433625,0.77
"D19","CARI","101",2019-10-02,49.9779351032448,-0.18
"D19","CARI","101",2019-10-03,43.0208958333333,0.045
"D19","CARI","101",2019-10-04,32.6865555555556,-0.07
"D19","CARI","101",2019-10-05,22.4735625,-0.095
"D19","CARI","101",2019-10-06,23.4442152777778,-0.19
"D19","CARI","101",2019-10-07,65.506254343294,-0.12
"D19","CARI","101",2019-10-08,18.2195694444444,-0.18
"D19","CARI","101",2019-10-09,23.3127361111111,-0.2
"D19","CARI","101",2019-10-10,49.1717986111111,-0.19
"D19","CARI","101",2019-10-11,63.6938541666667,-0.18
"D19","CARI","101",2019-10-12,76.3639097222222,-0.19
"D19","CARI","101",2019-10-13,57.7246458333333,-0.2
"D19","CARI","101",2019-10-14,73.0999791666667,-0.18
"D19","CARI","101",2019-10-15,78.0022986111111,-0.18
"D19","CARI","101",2019-10-16,88.5052916666667,-0.18
"D19","CARI","101",2019-10-17,67.0028402777778,-0.18
"D19","CARI","101",2019-10-18,13.0903047619048,-0.19
"D19","CARI","102",2017-09-14,436.40878477306,439.62
"D19","CARI","102",2017-09-15,239.928145833333,16.555
"D19","CARI","102",2017-09-16,248.536770833333,33.85
"D19","CARI","102",2017-09-17,222.861194444444,31.855
"D19","CARI","102",2017-09-18,119.641506944444,11.62
"D19","CARI","102",2017-09-19,85.4325347222222,5.145
"D19","CARI","102",2017-09-20,110.935027777778,10.055
"D19","CARI","102",2017-09-21,141.172777777778,16.605
"D19","CARI","102",2017-09-22,81.4143194444444,4.775
"D19","CARI","102",2017-09-23,151.987555555556,5.79
"D19","CARI","102",2017-09-24,151.319201388889,11.97
"D19","CARI","102",2017-09-25,72.6037361111111,3.425
"D19","CARI","102",2017-09-26,173.353298611111,2.55
"D19","CARI","102",2017-09-27,149.377979166667,4.175
"D19","CARI","102",2017-09-28,52.9419513888889,2.06
"D19","CARI","102",2017-09-29,68.0147569444444,1.395
