"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","wTemp","date","time"
"D04","CUPE","101","100",2019-10-01 17:45:00,2019-10-01 17:50:00,25.366,2019-10-01,"17:45:00"
"D04","CUPE","101","100",2019-10-01 17:50:00,2019-10-01 17:55:00,25.373,2019-10-01,"17:50:00"
"D04","CUPE","101","100",2019-10-01 17:55:00,2019-10-01 18:00:00,25.371,2019-10-01,"17:55:00"
"D04","CUPE","101","100",2019-10-01 18:00:00,2019-10-01 18:05:00,25.36,2019-10-01,"18:00:00"
"D04","CUPE","101","100",2019-10-01 18:05:00,2019-10-01 18:10:00,25.342,2019-10-01,"18:05:00"
"D04","CUPE","101","100",2019-10-01 18:10:00,2019-10-01 18:15:00,25.327,2019-10-01,"18:10:00"
"D04","CUPE","101","100",2019-10-01 18:15:00,2019-10-01 18:20:00,25.321,2019-10-01,"18:15:00"
"D04","CUPE","101","100",2019-10-01 18:20:00,2019-10-01 18:25:00,25.32,2019-10-01,"18:20:00"
"D04","CUPE","101","100",2019-10-01 18:25:00,2019-10-01 18:30:00,25.327,2019-10-01,"18:25:00"
"D04","CUPE","101","100",2019-10-01 18:30:00,2019-10-01 18:35:00,25.343,2019-10-01,"18:30:00"
"D04","CUPE","101","100",2019-10-03 17:30:00,2019-10-03 17:35:00,25.197,2019-10-03,"17:30:00"
"D04","CUPE","101","100",2019-10-03 17:35:00,2019-10-03 17:40:00,25.205,2019-10-03,"17:35:00"
"D04","CUPE","101","100",2019-10-03 17:40:00,2019-10-03 17:45:00,25.218,2019-10-03,"17:40:00"
"D04","CUPE","101","100",2019-10-03 17:45:00,2019-10-03 17:50:00,25.226,2019-10-03,"17:45:00"
"D04","CUPE","101","100",2019-10-03 17:50:00,2019-10-03 17:55:00,25.216,2019-10-03,"17:50:00"
"D04","CUPE","101","100",2019-10-03 17:55:00,2019-10-03 18:00:00,25.188,2019-10-03,"17:55:00"
"D04","CUPE","101","100",2019-10-03 18:00:00,2019-10-03 18:05:00,25.16,2019-10-03,"18:00:00"
"D04","CUPE","101","100",2019-10-03 18:05:00,2019-10-03 18:10:00,25.126,2019-10-03,"18:05:00"
"D04","CUPE","101","100",2019-10-03 18:10:00,2019-10-03 18:15:00,25.089,2019-10-03,"18:10:00"
"D04","CUPE","101","100",2019-10-03 18:15:00,2019-10-03 18:20:00,25.054,2019-10-03,"18:15:00"
"D04","CUPE","101","100",2019-10-03 18:20:00,2019-10-03 18:25:00,25.025,2019-10-03,"18:20:00"
"D04","CUPE","101","100",2019-10-03 18:25:00,2019-10-03 18:30:00,25,2019-10-03,"18:25:00"
"D04","CUPE","101","100",2019-10-03 18:30:00,2019-10-03 18:35:00,24.979,2019-10-03,"18:30:00"
"D04","CUPE","102","100",2019-10-01 17:30:00,2019-10-01 17:35:00,25.109,2019-10-01,"17:30:00"
"D04","CUPE","102","100",2019-10-01 17:35:00,2019-10-01 17:40:00,25.138,2019-10-01,"17:35:00"
"D04","CUPE","102","100",2019-10-01 17:40:00,2019-10-01 17:45:00,25.168,2019-10-01,"17:40:00"
"D04","CUPE","102","100",2019-10-01 17:45:00,2019-10-01 17:50:00,25.195,2019-10-01,"17:45:00"
"D04","CUPE","102","100",2019-10-01 17:50:00,2019-10-01 17:55:00,25.206,2019-10-01,"17:50:00"
"D04","CUPE","102","100",2019-10-01 17:55:00,2019-10-01 18:00:00,25.183,2019-10-01,"17:55:00"
"D04","CUPE","102","100",2019-10-01 18:00:00,2019-10-01 18:05:00,25.175,2019-10-01,"18:00:00"
"D04","CUPE","102","100",2019-10-01 18:05:00,2019-10-01 18:10:00,25.158,2019-10-01,"18:05:00"
"D04","CUPE","102","100",2019-10-01 18:10:00,2019-10-01 18:15:00,25.149,2019-10-01,"18:10:00"
"D04","CUPE","102","100",2019-10-01 18:15:00,2019-10-01 18:20:00,25.178,2019-10-01,"18:15:00"
"D04","CUPE","102","100",2019-10-01 18:20:00,2019-10-01 18:25:00,25.182,2019-10-01,"18:20:00"
"D04","CUPE","102","100",2019-10-01 18:25:00,2019-10-01 18:30:00,25.178,2019-10-01,"18:25:00"
"D04","CUPE","102","100",2019-10-01 18:30:00,2019-10-01 18:35:00,25.198,2019-10-01,"18:30:00"
"D04","CUPE","102","100",2019-10-03 17:30:00,2019-10-03 17:35:00,25.066,2019-10-03,"17:30:00"
"D04","CUPE","102","100",2019-10-03 17:35:00,2019-10-03 17:40:00,25.09,2019-10-03,"17:35:00"
"D04","CUPE","102","100",2019-10-03 17:40:00,2019-10-03 17:45:00,25.086,2019-10-03,"17:40:00"
"D04","CUPE","102","100",2019-10-03 17:45:00,2019-10-03 17:50:00,25.09,2019-10-03,"17:45:00"
"D04","CUPE","102","100",2019-10-03 17:50:00,2019-10-03 17:55:00,25.076,2019-10-03,"17:50:00"
"D04","CUPE","102","100",2019-10-03 17:55:00,2019-10-03 18:00:00,25.035,2019-10-03,"17:55:00"
"D04","CUPE","102","100",2019-10-03 18:00:00,2019-10-03 18:05:00,25.02,2019-10-03,"18:00:00"
"D04","CUPE","102","100",2019-10-03 18:05:00,2019-10-03 18:10:00,24.991,2019-10-03,"18:05:00"
"D04","CUPE","102","100",2019-10-03 18:10:00,2019-10-03 18:15:00,24.961,2019-10-03,"18:10:00"
"D04","CUPE","102","100",2019-10-03 18:15:00,2019-10-03 18:20:00,24.933,2019-10-03,"18:15:00"
"D04","CUPE","102","100",2019-10-03 18:20:00,2019-10-03 18:25:00,24.907,2019-10-03,"18:20:00"
"D04","CUPE","102","100",2019-10-03 18:25:00,2019-10-03 18:30:00,24.882,2019-10-03,"18:25:00"
"D04","CUPE","102","100",2019-10-03 18:30:00,2019-10-03 18:35:00,24.859,2019-10-03,"18:30:00"
