"year","date","mean.discharge","median.discharge","mean.gh","median.gh"
2019,2019-03-29,180.833333333333,180,6.803125,6.8
2019,2019-03-30,229.197916666667,226.5,7.01989583333333,7.01
2019,2019-03-31,321.989583333333,309,7.36802083333333,7.33
2019,2019-04-01,294,274,7.259375,7.2
2019,2019-04-02,189,185,6.8446875,6.825
2019,2019-04-03,178.177083333333,177,6.7946875,6.79
2019,2019-04-04,186.260416666667,182,6.83083333333333,6.815
2019,2019-04-05,151.375,150,6.65927083333333,6.65
2019,2019-04-06,163.864583333333,163,6.7228125,6.72
2019,2019-04-07,187.34375,181,6.83729166666667,6.81
2019,2019-04-08,317.208333333333,208,7.2865625,6.935
2019,2019-04-09,287.520833333333,268.5,7.235625,7.175
2019,2019-04-10,285.020833333333,275,7.23083333333333,7.2
2019,2019-04-11,194.052083333333,191,6.86354166666667,6.85
2019,2019-04-12,165.833333333333,165,6.72916666666667,6.725
2019,2019-04-13,292.927083333333,328.5,7.23645833333333,7.395
2019,2019-04-14,240.03125,231,7.05989583333333,7.03
2019,2019-04-15,299.458333333333,250,7.25572916666667,7.105
2019,2019-04-16,265.239583333333,251,7.15666666666667,7.11
2019,2019-04-17,178.885416666667,176,6.79572916666667,6.78
2019,2019-04-18,157.104166666667,156,6.68552083333333,6.68
2019,2019-04-19,155.520833333333,156,6.67760416666667,6.68
2019,2019-04-20,371.989583333333,269,7.405,7.18
2019,2019-04-21,385.166666666667,353,7.565,7.48
2019,2019-04-22,238.0625,231,7.0565625,7.03
2019,2019-04-23,321.84375,330.5,7.37,7.405
2019,2019-04-24,266.447916666667,265,7.16979166666667,7.165
2019,2019-04-25,201.052083333333,199,6.89895833333333,6.89
2019,2019-04-26,219.197916666667,184,6.96114583333333,6.82
2019,2019-04-27,945.71875,908.5,8.87375,8.855
2019,2019-04-28,381.104166666667,360,7.58125,7.525
2019,2019-04-29,260.3125,258,7.18854166666667,7.18
2019,2019-04-30,245.197916666667,249.5,7.14385416666667,7.165
2019,2019-05-01,216.333333333333,212,7.02583333333333,7.01
2019,2019-05-02,189.604166666667,190,6.9078125,6.91
2019,2019-05-03,203.760416666667,186,6.96229166666667,6.89
2019,2019-05-04,272.177083333333,264,7.25114583333333,7.22
2019,2019-05-05,224.770833333333,226,7.0628125,7.07
2019,2019-05-06,202.4375,200,6.96458333333333,6.955
2019,2019-05-07,161.75,160,6.76947916666667,6.76
2019,2019-05-08,144.427083333333,145,6.67927083333333,6.68
2019,2019-05-09,127.291666666667,127,6.58135416666667,6.58
2019,2019-05-10,118.645833333333,119,6.52864583333333,6.53
2019,2019-05-11,126.885416666667,127,6.578125,6.58
2019,2019-05-12,129.625,114,6.58135416666667,6.5
2019,2019-05-13,224.864583333333,216,7.05364583333333,7.025
2019,2019-05-14,248.65625,248,7.15322916666667,7.16
2019,2019-05-15,172.072916666667,167,6.82020833333333,6.8
2019,2019-05-16,136.010416666667,134,6.63135416666667,6.62
2019,2019-05-17,121.34375,121,6.54489583333333,6.54
2019,2019-05-18,123.135416666667,122,6.555,6.55
2019,2019-05-19,103.677083333333,102,6.4321875,6.42
2019,2019-05-20,111.34375,103,6.48010416666667,6.43
2019,2019-05-21,105.794791666667,105,6.445,6.44
2019,2019-05-22,86.29375,83.8,6.30864583333333,6.29
2019,2019-05-23,77.875,77.4,6.24395833333333,6.24
2019,2019-05-24,128.3625,131,6.575625,6.6
2019,2019-05-25,98.365625,94.7,6.3946875,6.37
2019,2019-05-26,86.3291666666667,86.4,6.30916666666667,6.31
2019,2019-05-27,75.446875,73.7,6.22395833333333,6.21
2019,2019-05-28,69.5677083333333,66.6,6.17375,6.15
2019,2019-05-29,110.45,109,6.4753125,6.47
2019,2019-05-30,86.8270833333333,85.1,6.31260416666667,6.3
2019,2019-05-31,84.5447916666667,85.1,6.29572916666667,6.3
2019,2019-06-01,71.875,70.1,6.19458333333333,6.18
2019,2019-06-02,62.403125,62.1,6.11260416666667,6.11
2019,2019-06-03,69.8489583333333,70.1,6.17645833333333,6.18
2019,2019-06-04,58.5614583333333,58.9,6.0765625,6.08
2019,2019-06-05,51.828125,51.7,6.0109375,6.01
2019,2019-06-06,72.5333333333333,78.6,6.18864583333333,6.25
2019,2019-06-07,64.8302083333333,62.1,6.13229166666667,6.11
2019,2019-06-08,49.984375,48.8,5.991875,5.98
2019,2019-06-09,43.3479166666667,42.5,5.91979166666667,5.91
2019,2019-06-10,39.475,39.1,5.87489583333333,5.87
2019,2019-06-11,108.658333333333,121.5,6.43635416666667,6.545
2019,2019-06-12,75.1833333333333,70.7,6.21697916666667,6.185
2019,2019-06-13,52.24375,51.7,6.0146875,6.01
2019,2019-06-14,59.403125,60,6.08458333333333,6.09
2019,2019-06-15,49.371875,49.8,5.9853125,5.99
2019,2019-06-16,44.815625,42.05,5.93364583333333,5.905
2019,2019-06-17,96.934375,95.4,6.38010416666667,6.375
2019,2019-06-18,60.9104166666667,58.35,6.0978125,6.075
2019,2019-06-19,58.303125,58.9,6.07427083333333,6.08
2019,2019-06-20,51.7395833333333,51.7,6.01,6.01
2019,2019-06-21,55.5875,54.7,6.0484375,6.04
2019,2019-06-22,50.7416666666667,49.8,5.99885416666667,5.99
2019,2019-06-23,39.6604166666667,39.1,5.87697916666667,5.87
2019,2019-06-24,33.7885416666667,32.7,5.80395833333333,5.79
2019,2019-06-25,35.8552083333333,31.3,5.82104166666667,5.77
2019,2019-06-26,83.8729166666667,81.85,6.28520833333333,6.275
2019,2019-06-27,53.20625,52.7,6.0240625,6.02
2019,2019-06-28,40.2604166666667,39.1,5.8834375,5.87
2019,2019-06-29,32.6666666666667,32.7,5.78875,5.79
2019,2019-06-30,30.8833333333333,30.5,5.765,5.76
2019,2019-07-01,29.3541666666667,29.8,5.7434375,5.75
2019,2019-07-02,25.9010416666667,25.8,5.69197916666667,5.69
2019,2019-07-03,24.3625,24.5,5.66770833333333,5.67
2019,2019-07-04,22.6541666666667,22.6,5.63958333333333,5.64
2019,2019-07-05,21.0520833333333,20.9,5.61260416666667,5.61
2019,2019-07-06,19.8875,19.8,5.591875,5.59
2019,2019-07-07,20.85,20.9,5.60916666666667,5.61
2019,2019-07-08,18.8895833333333,18.7,5.57385416666667,5.57
2019,2019-07-09,16.9541666666667,16.85,5.53708333333333,5.535
2019,2019-07-10,16.94375,16.6,5.536875,5.53
2019,2019-07-11,15.6604166666667,15.6,5.5103125,5.51
2019,2019-07-12,15.671875,15.6,5.51114583333333,5.51
2019,2019-07-13,14.5572916666667,14.7,5.48666666666667,5.49
2019,2019-07-14,13.3885416666667,13.3,5.46104166666667,5.46
2019,2019-07-15,12.1541666666667,12.1,5.43135416666667,5.43
2019,2019-07-16,11.5,11.7,5.415,5.42
2019,2019-07-17,13.4458333333333,11.3,5.45041666666667,5.41
2019,2019-07-18,17.240625,17.1,5.54208333333333,5.54
2019,2019-07-19,16.246875,16.1,5.52270833333333,5.52
2019,2019-07-20,14.1729166666667,14.2,5.47875,5.48
2019,2019-07-21,12.2833333333333,12.1,5.43458333333333,5.43
2019,2019-07-22,14.3114583333333,11.3,5.46489583333333,5.41
2019,2019-07-23,114.9625,124.5,6.46822916666667,6.565
2019,2019-07-24,61.6385416666667,56.3,6.09177083333333,6.055
2019,2019-07-25,31.5979166666667,29.8,5.77083333333333,5.75
2019,2019-07-26,21.9770833333333,21.5,5.6278125,5.62
2019,2019-07-27,19.1958333333333,18.7,5.57802083333333,5.57
2019,2019-07-28,31.3427083333333,28.75,5.76322916666667,5.735
2019,2019-07-29,19.440625,18.95,5.58333333333333,5.575
2019,2019-07-30,16.1666666666667,15.6,5.52072916666667,5.51
2019,2019-07-31,15.0947916666667,14.7,5.49822916666667,5.49
2019,2019-08-01,13.653125,13.7,5.468125,5.47
2019,2019-08-02,12.2333333333333,12.4,5.43479166666667,5.44
2019,2019-08-03,12.1177083333333,11.2,5.43072916666667,5.41
2019,2019-08-04,16.7270833333333,16,5.53302083333333,5.52
2019,2019-08-05,12.95625,12.8,5.45354166666667,5.45
2019,2019-08-06,11.0333333333333,11.1,5.40760416666667,5.41
2019,2019-08-07,11.509375,10.7,5.41854166666667,5.4
2019,2019-08-08,26.0395833333333,27.5,5.69208333333333,5.72
2019,2019-08-09,18.8104166666667,18.4,5.57458333333333,5.57
2019,2019-08-10,13.1291666666667,13.1,5.459375,5.46
2019,2019-08-11,11.325,11.4,5.4165625,5.42
2019,2019-08-12,10.7145833333333,10.7,5.40177083333333,5.4
2019,2019-08-13,10.2891666666667,10.3,5.39729166666667,5.4
2019,2019-08-14,10.8301041666667,10.6,5.41510416666667,5.41
2019,2019-08-15,9.65395833333333,9.86,5.384375,5.39
2019,2019-08-16,8.985,9.13,5.36583333333333,5.37
2019,2019-08-17,8.70239583333333,8.77,5.35802083333333,5.36
2019,2019-08-18,34.9030208333333,32.9,5.82020833333333,5.81
2019,2019-08-19,18.4322916666667,17.7,5.58239583333333,5.57
2019,2019-08-20,13.453125,13.4,5.48125,5.48
2019,2019-08-21,12.85,12.5,5.4665625,5.46
2019,2019-08-22,17.4822916666667,17.6,5.56708333333333,5.57
2019,2019-08-23,14.3447916666667,14.2,5.501875,5.5
2019,2019-08-24,11.440625,11.6,5.43583333333333,5.44
2019,2019-08-25,10.0885416666667,10.1,5.40083333333333,5.4
2019,2019-08-26,9.3884375,9.33,5.38145833333333,5.38
2019,2019-08-27,8.80229166666667,8.96,5.36520833333333,5.37
2019,2019-08-28,10.2091666666667,8.61,5.39489583333333,5.36
2019,2019-08-29,30.2447916666667,29.6,5.76875,5.77
2019,2019-08-30,17.8072916666667,16.9,5.57427083333333,5.56
2019,2019-08-31,12.2833333333333,12.3,5.45875,5.46
2019,2019-09-01,10.2373958333333,9.94,5.40791666666667,5.4
2019,2019-09-02,10.169375,9.93,5.40604166666667,5.4
2019,2019-09-03,10.9625,11,5.42822916666667,5.43
2019,2019-09-04,10.8635416666667,11,5.42645833333333,5.43
2019,2019-09-05,11.5833333333333,11.4,5.44458333333333,5.44
2019,2019-09-06,10.3583333333333,10.6,5.41354166666667,5.42
2019,2019-09-07,13.514375,12.6,5.4875,5.47
2019,2019-09-08,15.1010416666667,14.8,5.525,5.52
2019,2019-09-09,10.7854166666667,10.9,5.42625,5.43
2019,2019-09-10,9.55541666666667,9.78,5.39364583333333,5.4
2019,2019-09-11,9.35,9.4,5.3884375,5.39
2019,2019-09-12,9.4571875,9.39,5.391875,5.39
2019,2019-09-13,10.2421875,10.1,5.4134375,5.41
2019,2019-09-14,9.6628125,9.7,5.40197916666667,5.4
2019,2019-09-15,10.1510416666667,10.1,5.4221875,5.42
2019,2019-09-16,9.55739583333333,9.67,5.40708333333333,5.41
2019,2019-09-17,8.48541666666667,8.61,5.37614583333333,5.38
2019,2019-09-18,7.886875,7.94,5.35822916666667,5.36
2019,2019-09-19,7.44291666666667,7.31,5.3446875,5.34
2019,2019-09-20,7.19947916666667,7.28,5.3371875,5.34
2019,2019-09-21,7.07104166666667,6.97,5.3334375,5.33
2019,2019-09-22,6.87208333333333,6.95,5.3271875,5.33
2019,2019-09-23,6.5503125,6.65,5.3165625,5.32
2019,2019-09-24,6.95729166666667,6.93,5.33083333333333,5.33
2019,2019-09-25,7.65625,7.83,5.35447916666667,5.36
2019,2019-09-26,7.34729166666667,7.2,5.34489583333333,5.34
2019,2019-09-27,7.96447916666667,8.11,5.36520833333333,5.37
2019,2019-09-28,7.9946875,8.1,5.3665625,5.37
2019,2019-09-29,7.26114583333333,7.15,5.34364583333333,5.34
2019,2019-09-30,6.63635416666667,6.55,5.32302083333333,5.32
2019,2019-10-01,6.61125,6.54,5.32260416666667,5.32
2019,2019-10-02,7.185625,7.11,5.3425,5.34
2019,2019-10-03,7.48927083333333,7.42,5.35208333333333,5.35
2019,2019-10-04,8.955625,9.08,5.39635416666667,5.4
2019,2019-10-05,9.1575,9.1,5.40166666666667,5.4
2019,2019-10-06,8.69552083333333,8.77,5.38760416666667,5.39
2019,2019-10-07,8.65552083333333,8.795,5.38583333333333,5.39
2019,2019-10-08,15.5910416666667,16.55,5.54989583333333,5.575
2019,2019-10-09,16.09375,15.8,5.5640625,5.56
2019,2019-10-10,12.1822916666667,12.3,5.47739583333333,5.48
2019,2019-10-11,10.4066666666667,10.3,5.43989583333333,5.44
2019,2019-10-12,9.7815625,9.95,5.42510416666667,5.43
2019,2019-10-13,9.50239583333333,9.61,5.41677083333333,5.42
2019,2019-10-14,9.1975,9.28,5.40760416666667,5.41
2019,2019-10-15,8.83666666666667,8.95,5.3965625,5.4
2019,2019-10-16,8.70291666666667,8.63,5.39166666666667,5.39
2019,2019-10-17,216.508333333333,190,6.82020833333333,6.91
2019,2019-10-18,89.4479166666667,80.45,6.31291666666667,6.265
2019,2019-10-19,41.953125,40.7,5.90239583333333,5.89
2019,2019-10-20,29.3322916666667,28.5,5.7415625,5.73
2019,2019-10-21,24.11875,23.9,5.66302083333333,5.66
2019,2019-10-22,22.234375,22.1,5.6315625,5.63
2019,2019-10-23,49.9583333333333,49.55,5.9653125,5.985
2019,2019-10-24,46.528125,44.5,5.948125,5.93
2019,2019-10-25,31.0104166666667,30.8,5.7625,5.76
2019,2019-10-26,35.165625,36.9,5.813125,5.84
2019,2019-10-27,56.6645833333333,42.8,6.02979166666667,5.91
2019,2019-10-28,130.955208333333,124,6.58666666666667,6.56
2019,2019-10-29,63.95,62.2,6.128125,6.115
2019,2019-10-30,49.85625,49.4,5.99427083333333,5.99
2019,2019-10-31,54.2927083333333,47.6,6.03395833333333,5.97
2019,2019-11-01,114.5,112,6.49572916666667,6.49
2019,2019-11-02,76.359375,72.2,6.22791666666667,6.2
2019,2019-11-03,51.7083333333333,51.1,6.01041666666667,6.005
2019,2019-11-04,43.203125,42.4,5.91927083333333,5.91
2019,2019-11-05,38.553125,38.2,5.86427083333333,5.86
2019,2019-11-06,51.2125,51.8,6.00385416666667,6.01
2019,2019-11-07,47.978125,48,5.96989583333333,5.97
2019,2019-11-08,53.86875,54.4,6.0296875,6.035
2019,2019-11-09,47.7479166666667,47.1,5.96625,5.96
2019,2019-11-10,42.7208333333333,41.8,5.91041666666667,5.9
2019,2019-11-11,39.9208333333333,39.3,5.87729166666667,5.87
2019,2019-11-12,37.7333333333333,37.7,5.85041666666667,5.85
2019,2019-11-13,34.321875,34.6,5.80625,5.81
2019,2019-11-14,30.2083333333333,30.9,5.75052083333333,5.76
2019,2019-11-15,31.6114583333333,30.9,5.77927083333333,5.77
2019,2019-11-16,30.9052083333333,31,5.76864583333333,5.77
2019,2019-11-17,28.1958333333333,29.25,5.72708333333333,5.745
2019,2019-11-18,30.1979166666667,29.6,5.75802083333333,5.75
2019,2019-11-19,40.9677083333333,39.7,5.88239583333333,5.88
2019,2019-11-20,61.3989583333333,60.9,6.10229166666667,6.1
2019,2019-11-21,44.5052083333333,44.1,5.93375,5.93
2019,2019-11-22,38.3708333333333,38.2,5.86208333333333,5.86
2019,2019-11-23,36.9,37.4,5.84375,5.85
2019,2019-11-24,56.9239583333333,41.2,6.01895833333333,5.895
2019,2019-11-25,160.84375,155,6.74666666666667,6.735
2019,2019-11-26,79.2208333333333,76.4,6.2496875,6.23
2019,2019-11-27,58.3979166666667,58.1,6.07239583333333,6.07
2019,2019-11-28,60.9427083333333,61.4,6.09572916666667,6.1
2019,2019-11-29,52.98125,52.1,6.0184375,6.01
2019,2019-11-30,45.8,45.5,5.94322916666667,5.94
2019,2019-12-01,38.5260416666667,39.45,5.85645833333333,5.87
2019,2019-12-02,42.6375,42.1,5.91541666666667,5.91
2019,2019-12-03,49.0072916666667,48.45,5.985625,5.98
2019,2019-12-04,49.3583333333333,49.5,5.98885416666667,5.99
2019,2019-12-05,48.1447916666667,47.6,5.97572916666667,5.97
2019,2019-12-06,45.4291666666667,45.8,5.945625,5.95
2019,2019-12-07,45.6354166666667,45.9,5.94677083333333,5.95
2019,2019-12-08,46.8510416666667,47.45,5.936875,5.94
2019,2019-12-09,55.1515789473684,48.8,6.03945652173913,5.98
2019,2019-12-10,201.981720430108,231,6.94677419354839,7.09
2019,2019-12-11,203.208333333333,202,6.9603125,6.965
2019,2019-12-12,114.448958333333,109,6.5025,6.47
2019,2019-12-13,87.9604166666667,88.45,6.318125,6.32
2019,2019-12-14,494.494791666667,398.5,7.64010416666667,7.64
2019,2019-12-15,440.385416666667,427.5,7.73020833333333,7.715
2019,2019-12-16,218.947916666667,211,6.9734375,6.945
2019,2019-12-17,158.520833333333,155,6.69760416666667,6.68
2019,2019-12-18,139.71875,140,6.59145833333333,6.59
2019,2019-12-19,109.404166666667,102,6.47708333333333,6.48
2019,2019-12-20,96.9541666666667,97.35,6.9716049382716,6.94
2019,2019-12-21,95.1833333333333,95.35,7.29510416666667,7.28
2019,2019-12-22,92.2145833333333,91.95,6.80270833333333,6.91
2019,2019-12-23,90.153125,90.25,6.28416666666667,6.285
2019,2019-12-24,99.8010416666667,101,6.34229166666667,6.35
2019,2019-12-25,89.3416666666667,88.6,6.26979166666667,6.265
2019,2019-12-26,79.3447916666667,78.6,6.1959375,6.19
2019,2019-12-27,76.3677083333333,75.9,6.17427083333333,6.17
2019,2019-12-28,86.5864583333333,86.55,6.25291666666667,6.255
2019,2019-12-29,87.9510416666667,88.3,6.2571875,6.26
2019,2019-12-30,183.476041666667,208,6.771875,6.93
2019,2019-12-31,167.145833333333,161,6.73395833333333,6.705
2020,2020-01-01,145.25,146,6.626,6.63
