"date","DO","siteID"
2019-09-16,9.63,"HOPB"
2019-09-16,9.63,"HOPB"
2019-09-16,9.64,"HOPB"
2019-09-16,9.63,"HOPB"
2019-09-16,9.62,"HOPB"
2019-09-16,9.62,"HOPB"
2019-09-16,9.63,"HOPB"
2019-09-16,9.63,"HOPB"
2019-09-16,9.61,"HOPB"
2019-09-16,9.62,"HOPB"
2019-09-16,9.61,"HOPB"
2019-09-16,9.61,"HOPB"
2019-09-16,9.62,"HOPB"
2019-09-16,9.61,"HOPB"
2019-09-16,9.6,"HOPB"
2019-09-16,9.6,"HOPB"
2019-09-16,9.61,"HOPB"
2019-09-16,9.6,"HOPB"
2019-09-16,9.6,"HOPB"
2019-09-16,9.6,"HOPB"
2019-09-16,9.59,"HOPB"
2019-09-16,9.59,"HOPB"
2019-09-16,9.59,"HOPB"
2019-09-16,9.59,"HOPB"
2019-09-16,9.59,"HOPB"
2019-09-16,9.58,"HOPB"
2019-09-16,9.58,"HOPB"
2019-09-16,9.58,"HOPB"
2019-09-16,9.58,"HOPB"
2019-09-16,9.57,"HOPB"
2019-09-16,9.57,"HOPB"
2019-09-16,9.57,"HOPB"
2019-09-16,9.57,"HOPB"
2019-09-16,9.56,"HOPB"
2019-09-16,9.56,"HOPB"
2019-09-16,9.56,"HOPB"
2019-09-16,9.56,"HOPB"
2019-09-16,9.55,"HOPB"
2019-09-16,9.56,"HOPB"
2019-09-16,9.55,"HOPB"
2019-09-16,9.54,"HOPB"
2019-09-16,9.55,"HOPB"
2019-09-17,10.2,"HOPB"
2019-09-17,10.19,"HOPB"
2019-09-17,10.19,"HOPB"
2019-09-17,10.18,"HOPB"
2019-09-17,10.18,"HOPB"
2019-09-17,10.18,"HOPB"
2019-09-17,10.18,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.18,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.15,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.17,"HOPB"
2019-09-17,10.16,"HOPB"
2019-09-17,10.15,"HOPB"
