"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","wTemp","date","time"
"D01","HOPB","111","100",2019-09-24 18:15:00,2019-09-24 18:20:00,15.7,2019-09-24,"18:15:00"
"D01","HOPB","111","100",2019-09-24 18:20:00,2019-09-24 18:25:00,15.677,2019-09-24,"18:20:00"
"D01","HOPB","111","100",2019-09-24 18:25:00,2019-09-24 18:30:00,15.665,2019-09-24,"18:25:00"
"D01","HOPB","111","100",2019-09-24 18:30:00,2019-09-24 18:35:00,15.664,2019-09-24,"18:30:00"
"D01","HOPB","111","100",2019-09-26 17:30:00,2019-09-26 17:35:00,NA,2019-09-26,"17:30:00"
"D01","HOPB","111","100",2019-09-26 17:35:00,2019-09-26 17:40:00,NA,2019-09-26,"17:35:00"
"D01","HOPB","111","100",2019-09-26 17:40:00,2019-09-26 17:45:00,NA,2019-09-26,"17:40:00"
"D01","HOPB","111","100",2019-09-26 17:45:00,2019-09-26 17:50:00,NA,2019-09-26,"17:45:00"
"D01","HOPB","111","100",2019-09-26 17:50:00,2019-09-26 17:55:00,NA,2019-09-26,"17:50:00"
"D01","HOPB","111","100",2019-09-26 17:55:00,2019-09-26 18:00:00,NA,2019-09-26,"17:55:00"
"D01","HOPB","111","100",2019-09-26 18:00:00,2019-09-26 18:05:00,NA,2019-09-26,"18:00:00"
"D01","HOPB","111","100",2019-09-26 18:05:00,2019-09-26 18:10:00,NA,2019-09-26,"18:05:00"
"D01","HOPB","111","100",2019-09-26 18:10:00,2019-09-26 18:15:00,NA,2019-09-26,"18:10:00"
"D01","HOPB","111","100",2019-09-26 18:15:00,2019-09-26 18:20:00,NA,2019-09-26,"18:15:00"
"D01","HOPB","111","100",2019-09-26 18:20:00,2019-09-26 18:25:00,NA,2019-09-26,"18:20:00"
"D01","HOPB","111","100",2019-09-26 18:25:00,2019-09-26 18:30:00,NA,2019-09-26,"18:25:00"
"D01","HOPB","111","100",2019-09-26 18:30:00,2019-09-26 18:35:00,NA,2019-09-26,"18:30:00"
"D01","HOPB","111","100",2019-09-30 17:30:00,2019-09-30 17:35:00,12.095,2019-09-30,"17:30:00"
"D01","HOPB","111","100",2019-09-30 17:35:00,2019-09-30 17:40:00,12.156,2019-09-30,"17:35:00"
"D01","HOPB","111","100",2019-09-30 17:40:00,2019-09-30 17:45:00,12.21,2019-09-30,"17:40:00"
"D01","HOPB","111","100",2019-09-30 17:45:00,2019-09-30 17:50:00,12.249,2019-09-30,"17:45:00"
